"id","review","review_rating"
217,"Ah yes, the legendary Metal Gear Solid series. It was originally a classic on the MSX2 computer in Japan, but the series became really good when it debuted on the PlayStation. Developed and published by Konami with Hideo Kojima being the director and producer, this was the first game in the series to become very popular. The games ground breaking graphics, addicting gameplay, challenging stealth action and its amazing storyline heavily influenced games that would later produce well detailed story lines. It was originally released on PlayStation, but would be re-released on the PlayStation Store as a PS One Classic, a remake on the GameCube and there was even a port on Game Boy Color which apparently got good reviews (I find that hard to believe, I&#8217;ll have to check that out some day).The storyline is the most complex and most detailed of any video game that was released at that point. There are tons of cut scenes, character dialogues and we didn&#8217;t see a game like this back then. The story takes place in 2005, about six years after the events of Metal Gear 2: Solid Snake and 10 years after the events of the first Metal Gear. A genetically enhanced Special Forces unit called FOXHOUND has invaded a nuclear weapons disposal facility on Shadow Moses island in Alaska&#8217;s Fox Archipelago. The forces demand that the U.S. government turn over the remains of Big Boss within 24 hours or they will launch a nuclear weapon. Big Boss was the main antagonist in the first two Metal Gear games who is one of the greatest soldiers who ever lived. The terrorists want the body so they can take his genes and put them inside the soldiers so they can become an army of super soldiers and take over the world. The main hero Solid Snake is forced out of retirement and is sent to go to the island and stop the threat. I won&#8217;t say anything else about the story because my reviews are always spoiler free, you have to play the game to see it for yourself.Like with Super Mario 64 and The Legend of Zelda: Ocarina of Time on Nintendo 64, Metal Gear Solid was making a leap into the third dimension and the graphics for their time were very well detailed and the game has aged pretty well. Details such as seeing the characters breath in the cold, very high draw distance, seeing smoke from cigarettes or footprints in the snow is all in this game. The gameplay is very similar to the 2D Metal Gear games on the MSX2 computer. The game is all about sneaking by without detection rather than a straight on shooter, but there are moments where you do go in all guns blazing, but it&#8217;s mostly a sneaking mission because going in guns blazing makes the game much harder. I like stealth games like this because it makes us cautious and can even be scary at times because everything is quiet and suddenly a security camera or guard spots you, the alarm goes off and you&#8217;re slightly startled and have to hide and hope they don&#8217;t find you.The most innovative feature in the game is the radar which shows the terrain and your enemy&#8217;s field of vision. It&#8217;s very useful and you&#8217;ll see yourself looking at it all the time. But in some areas, the radar gets jammed and you won&#8217;t be able to use the radar if you are spotted so you shouldn&#8217;t get too used to it. Ways to get by undetected include crawling under objects, hiding in boxes, hiding behind walls and making noise to distract the enemy. The game also includes many gadgets and items such as infra-red goggles, night vision goggles, mine detectors, rations, binoculars, the famous cardboard box and&#8230;cigarettes?The weapons include hand to hand, you can choke your enemies to death, use a standard pistol with a silencer, grenades, C4, machine gun, proximity mines, a remote controlled missile launcher, a sniper rifle and even a Stinger missile launcher which uses heat seekers to follow your target.The boss battles are very epic and every one of them has a strategy to defeat and it&#8217;s always best to use your radio to contact your support crew for tips on how to defeat them. The radio is also used to provide info about the games back story and even the controls.The game also features a training mode called VR Mode where you can practice hiding techniques, weapon use and sneaking. This is one of the best games on the original PlayStation and the only flaw I see with this game is that you can&#8217;t aim in first person view mode which can make it difficult to shoot some of the enemies. But other than that, the game is practically flawless, it has great graphics, is challenging and one of the most detailed story lines of all time. It is simply a masterpiece and a must play for any kind of gamer.FINAL RATING: 10 out of 10",5
218,"This game was way ahead of its time.",4
219,"Until now I've never played a lot of the PS1 classics. I can safely say though, that this game is awesome. No matter how many times I accidentally walk into a surveillance camera, I still have a lot of fun sneaking around and hiding.",5
220,"Hideo Kojima's ""Metal Gear Solid"" (1998) is like a great classic film that has now become required viewing for movie buffs - this is required playing for gaming enthusiasts. It stars Solid Snake, a weary, gruff veteran of the battlefield with a deep, gravelly voice, who always keeps a pack of cigarettes handy just in case. His mission is to infiltrate a nuclear weapons facility on an island off the coast of Alaska, code-named ""Shadow Moses,"" which is currently being occupied by the ex-black ops unit turned terrorist group known as ""Foxhound."" It's not immediately apparent what the group's ultimate goal is, and in fact one of the great pleasures of ""MGS"" is the way in which the story slowly unravels. Many of the characters have secrets and motivations of their own, some of which wisely go unexplained (what's Ocelot really up to?). As a game made on PS1 hardware, the gameplay holds up considerably well for its time. It's played from a third-person top-down perspective. You can equip different gear (rations, binoculars) on the lower left of the screen and weapons (guns, explosives) on the lower right. Stealth plays a big role as you constantly try to avoid alerting the patrolling guards. The best gameplay sequences involve the unique boss battles with the members of ""Foxhound."" These sections are fun because no boss or battle is alike, and each character that you duel feels wholly original. The main draw and what makes this game, and the series, so special is the masterful storytelling that grabs ahold of you and doesn't let go. It's the stellar voice cast, including David Hayter as Snake, the ingenious plot, the phenomenal soundtrack and atmosphere - it's the meticulously crafted world that you can't help being completely absorbed in.--- 5 STARS ---",5
221,"Got this game to add to my small N64 collection. Game is great and has lots of replay value. The multiplayer mode is megafun, especially when you whack your friend in the head with a tire iron.",5
222,"I got this cause a friend of mine wanted it I never played it or anything. He stated it worked fine and he liked it and it was as fun as he remembered however that it was also really difficult which he didn't remember. So if you remember this game you might like it. I can't say for sure but he would have probably rated this 5 stars.",5
223,"This game brought back a lot of fun memories that I had as a kid. The only thing I can say is that you will have a hard time playing this if you do not have a playstation controller with an analog stick. The controls are EXTREMELY difficult. I'm not sure if im just used to the modern age stuff or if the controls are supposed to be like that. Anyway good luck.",4
224,"I got this on sale and decided to have a look based on its low price and 5 star rating.  What a joke!It's like Starcraft with bad graphics, zilch instructions and awful controls.  There are better games out there that are free!",1
225,"Awesome, Scary, Nitty Gritty, Isolation, Desperation, Some Music's very beautiful, Some's very ugly(in a good way) uhh Scary, Fun! Play in a dark room at night, alone or with your pet!",5
226,"Even as a 31 year old man, this game can still creep the crap out of me.  Happy as all heck to have it again.",4
227,"got the old school metal gear soild vr missions for my ps3 and starting playing it and oh man i started remember my childhood playing it on my brothers ps1 back in 1999-2000 and still play it today 2014..",5
228,"Daikatana was reviled by virtually everybody back in the day.  That's why I never got around to playing it, until now.  People hated the save gems, hated maneuvering the sidekicks, and hated the performance glitches.  Things have changed since then.  Currently this game can be downloaded from GOG.com for $5.99 and often goes on sale.  I paid $2.99 for it.  I suggest bypassing the discs and getting it from that site.  That version runs perfectly on today's computers and has an option to allow for unlimited saves, which is what we all want.  As far as the sidekicks-yes they can be a headache at times.  There are times when you'll have to control not one but two sidekicks.(Who thought this was a good idea?).  But not always and once you get the hang of it it isn't too bad.  More often than not you'll just command your sidekicks to remain behind while you clear out an area rather then have them die fighting alongside you.  Because if a sidekick dies it's time to hit F3 and reload a save point.  Not a problem, just remember to save often.  The game-play is fun though.  I found the levels interesting and at times the game reminded me of the first Half-Life and Quake 2.  It's an old game so the graphics are on par with those two.  There are a bunch of secret areas to find also which is always fun.  Cool weapons and lots of creatures to kill as well so what's not to like?",4
229,"Honestly I am only getting this to play for a while and add to the collection. It was pretty good but nothing like GTA 3 and later.",4
230,"my grandma plays this game for hours at a time. gotta get the little man to the bottom. if you enjoy blood boiling puzzle, you'll like it.",5
231,"so i had to actualy loosed the cartridge and clean it out a bit buying a used copy because when i first put the game in it was not working after doing that the game works great",4
232,"I bought this game because I had played it many years ago.  I was feeling nostalgic and thought I'd pick it up so I could play it again, but it ended up not being particularly fun.  The in-game camera is quite poor, making it hard to see where you're going at times, and the sound effects for the game are frequently annoying, and overly repetitive.Maybe I liked this as a kid, but after a number of years this game definitely does not hold up.",3
233,"This was a really interesting game. If you like a character in particular, you should try this game. It features sub-zero does interesting things. Spend an hour on this.",5
234,"This was the first MK game to try 3D, so it was okay but not great. The control's aren't bad but there not as good as other MK game's and the graphics are just okay, nothing special. Id say this is more for fan's of the series than general gamer's",3
235,"Okay is this a April fools joke this game is terrible mortal kombat in 3D what were they thinking this game is bad really bad mk4 in 3D that just puts the other ones to shame. so midway check your mk games before bringing them out because this game just sucks don't even buy it i don't recommend it to any mk fan the controls are terrible so i could go on but theres so much wrong with this game that's why i gave it 1 stars",1
236,"Simply put, this is the very best 8-button fighting game controller for the Dreamcast that money can buy.Every serious Dreamcast owner should have one.Had one for like 10 years and it still works great even today.These things are built to last, and can take TONS of abuse.Slam it, bash it, mash it, whatever...The large oversized contoured design fits comfortably in adult-sized hands, and the rubberized anti-slip pads ensure that this controller doesn't slip around at all during the most intense gaming moments.The D-pad and buttons are all very accurate and responsive, and that's what really matters the most for fighting games, ya know.This awesome controller will allow you to bust out ANY special moves in your favorite fighting games with ease and flow.Scoring massive 30-hit chain combos (absolutely brutal and cheap) on Capcom vs SNK 2 are no problem with this controller!",5
237,"In Omega Boost, you control a mech in space with fully rotational dynamics making for fun gameplay. The D-pad and buttons make the controls in this game comfortable and a breeze. The opening movie sequence is also classic so take a look at that as it might sell you on how awesome the game is.This game itself is hard as nails and it doesn't save on a PS2 memory card so keep that in mind. There's two bosses on every level from what I could tell and I couldn't get past the 3rd level. I returned it because the seller listed it as new and forgot to include the box and artwork leading me to reconsider the purchase. I would buy Omega Boost again for a decent price because it is fun but I'll probably be trying other new games out before I retry this one.",4
238,"quake 2 is one of the if not the best 3d fps games i have ever played first of the level is detailed and superb reminding me of the first half of doom it realy does seem like an industrial planet of machine people the music is downright awesome really fitting for the kind of gameplay quake 2 has all of the guns are powerful and balanced my personal favorites is the railgun and super shotgun and the enemies are all great looking and original, there isnt much of a story, but honestly it would probably just get in the way. Probably the only things I dont like, is there is WAY to much ammo in this game the boss fights are rather easy, and even on the highest difficulty i played through the entire game and probably died less than 10 times. Mainly the game is just to easy but with that said this game is fantastic and i would recomend it to anyone for just being really fun, easy to get into and being a memorable fps.  9.6/10",5
239,"A good one for the collection. It brings back some good memories from the 1990s and the old pentium 2 days!",5
240,"So happy to find this brand new for a really good price, having to fight sibling to be able to play, one step closer to collecting all Final Fantasy games!",5
241,"I remember watching some of the movies in this game being absolutely starstruck. I was amazed at what they could do with that technology. Looking back It's not that great compared to what we have now but back in the day it was amazing",5
242,"I know everyone is entitled to their own opinions, but for this sort of game, bad opinions are rendered useless! This game is underrated for the wrong reasons (sadly FF9 is too). You'll find that most people who hate FF8 like FF7. This is not true for all but from what I have seen, most. And some of them can't even get the damn character's name right or played the whole game through, but still giving a review. I have heard this is a romance game. Actually, FF10 was the most romantic one. Play it over if you don't believe me. I have beat FF7 including all the other boring milked parts. I can honestly say, ""IT WAS NOT AS HALF AS GOOD AS 8!!!"" Don't get wrong, FF7 was great but as I easily breezed through it on first try without training, I realized that it was no challenge. The storyline didn't have me screaming for more (just being honest). After everything I heard about FF7, I had my hopes up high. They were dropped when I discovered that there was nothing special about this game when I already beat FF8. And still I am waiting for a Final Fantasy that can match this one. The only thing keeping my interest in FF7 was Sephiroth and Vincent. Vincent actually was the only lead character I played with when discovering him in Sephiroth's mansion after he set it aflame. Oh and this was when Cloud was loosing himself. So we not only lost him but Tifa for a short while too. I could give so many reasons why FF8 is one of the best RPGs out there but of course there will always be someone you can't please.Final Fantasy 8 was nothing short of amazing even in the credits. The overture was already a mind blowing number from Nobuo Uematsu. The picture quality like FF7 at the time was breathtaking. So as you start a new game, you are already thrown into another beautiful musical score under the theme of Sorceress Edea. You then see several flashes and a fight between Seifer and Squall. So this intro already had my attention. After the opening ends, Squall is in the infirmary and the game pretty much goes from there. I am not going to give a walkthrough, but in storyline the game really went above and beyond. This is the reason why they call Final Fantasy, Final Fantasy. We see progression in Squall who pretty much could be a rival of Cloud, and also the other characters in the game. From the ballroom dance, Dollet landing, the missions, sorceress/ possessions to the space scenes, the developing intimacy between characters, and the final boss battles, I can play this game over and over. Storyline 10/10.The gameplay seems to strike an irritating nerve with some gamers. First I must say I have seen worse FF battle systems. Actually you get to take a break from needing to have MP (Elixirs whatnot) or upgrading materia and just stock magic. This only becomes a problem if you stock every freaken magic you see. Only stock the well worth magic. Your level must be high enough to get certain types so train well or if you are an expert, use other means. However, the atb system is active so you must move quickly. I love the almost 1min cinematic moves which reminds me a lot of Legend of Dragoon. This Final Fantasy mixes that and then takes music and fighting to a whole new scale. You know if the music changes or slows down, the boss is going to be a problem (Omega, Adel, Griever, Ultimecia etc.). Also guys, the junction is easy as hell to learn. It was so easy to put together that I learned it within a few minutes after buy. These are not valid reasons to throw the game under the bus. Final Fantasy gameplay shouldn't be so repetitive. But to continue, like all FF parts, we get to see some of the same summoning's and powerful magic on the field. Gameplay 10/10.I am not going into the music seeing as I already have. I'll just say the whole soundtrack is worth downloading from ITunes. Excellent! Perfect! 10/10The characters are what make FF parts fun. FF8 has a grand scale of well developed characters. Even the not so talked about characters like Ward, Laguna, and Kiros were awesome! Laguna's theme along with almost the entire soundtrack is memorable. As the main characters progress, we get to keep track of Squall's uncle and his events regarding Ellone. You get to play with a conceded sniper Irvine and Zell the punching and kicking machine. The women on this FF game are actually worth playing and not so delicate as Aerith from FF7. Selphie and Rinoa can be very suprising with their inner strengths. Have you ever came across ""The End?"" I kid you not, I used this on Soceress Adel many times and it worked! With Ultimecia, using Rinoa is awesome because her dog Angelo can be strong. And lets not forget the gunblade specialist Squall whose attacks are never short of amazing. I am not a fan of Quistis but if you like her she can get her specials from random items. Overall 10/10PS: It is up to you if you are going to believe all the lies about FF8. I actually find that the games most people praise a lot are not the ones worth buying. Not to go off topic but games like Silent Hill, Resident Evil, and Fear may be considered the best horror games. But really games like Fatal Frame, Haunting Ground, The Calling, Rule of the Rose, Kuon, Koudelka, etc are 10 times better in storyline or scarier.",5
243,"There is not need to say anything about this, because you already know what you will be purchasing.  Final Fantasy rocks!",5
244,"FF VIII is hated because it is not FF VII. It offers amazing gameplay, huge sidequests, great graphics, a cast of interesting deep intertwined characters and alot of optional material. All the different summons (Guardian Forces) and the abilites they come with alone makes the game thrilling. A must play for any RPG games concerned with plots and side quests. Also you can get Odin as a&#34;summon&#34;. I put it that way because once you get him he will randomly appear and kill every enemy.",5
245,"fiancee wanted so got it for him for christmas. had played it as a child and loved it o wanted to play again. he didnt put it down for days till he finally beat it. still goes back and plays more every once and awhile. highly recommended.",5
246,"I rated this game 3 out of 5 stars, because its okay it doesn't beat Final Fantasy 7 far as game play is concerned.  The reason why I dislike this game is it takes too long to level up once and the game gets harder.",3
247,"There are many versions of Rayman 2 out there, ranging from the N64 to the Playstation 2. Each version has small variations in graphics, sound quality, and controls, but they are all in essence the same game, and what a game it is.Rayman 2: The Great Escape is the sequel to the Playstation exclusive Rayman. In this adventure, Rayman has been captured by an army of robotic pirates who are conquering the world. After a narrow escape, Rayman is charged with finding an all powerful being named Polkus who can stop the pirates' conquest. Now it is once again up to Rayman to rescue the captured people and save the world.The biggest change is the transition from 2D to 3D gameplay. The game is a third person platformer with simple and tight controls. Rayman can use his hair as a chopper propeller to glide down rather than fall which can be a life saving move. The combat is very well implemented. By pressing the left trigger the camera centers behind Rayman and if an enemy is present you will lock on to them. Rayman attacks by shooting energy from his hand, which is upgraded over the course of the game. Part of the game if collecting the 1000 yellow Lums scattered across each level. Finding these Lums allows you to access the later levels and unlocks entries in an in game log that expands on the game's backstory. Some of the Lums are found in cages which are also littered throughout the game, 80 in total. For every ten cages your health bar is extended. Finding all the Lums and cages in any given level grants a bonus game where you can win attack upgrades though they are only temporary. The game has great flow that makes each level very fun to play through.As stated before, Rayman 2 was ported to may consoles. Although it was originally released on the N64, a good version in it's own right, it was later re-released to the PC which started the long line of ports and remakes. The Dreamcast version is the closest to the PC version in terms of graphics and sound quality. It also upped the framerate to a smooth 60 FPS. Although the Playstation version is largely the same and contains a hidden tech demo of the original Rayman 2 Beta, the PS version suffers long load times and a severe drop in graphical quality. The Playstation 2 had the game Rayman 2: Revolution which is an extreme overhaul of the original game. I personally believe that version is different enough from the rest to be owned in addition to the original game which, of the many versions, the Dreamcast version offers the highest quality.",5
248,"love this product. so I don't waste money on batterys",5
249,"It works and I can still play my game and not have to put in new batteries I can play. Now I need to get my a light for it and then I can play before I go to sleep.",5
250,"DVD Broke so i had to re get this one Fun.have all the GTA could not be without this one",5
251,"Half-life was my first computer game. And downloading the expansion packs was the first additional game packs I ever bought with my own money.Lots of memories playing in the multiplayer modes.",4
252,"Um it work good and ok with playstation to use that as no break or damage or whatever. Ty much",5
253,"OH MY OH ME The Nintendo 64 Game Full Pack I used have one a long time ago but I have a new Nintendo 64 Game System Along with the other games.",5
254,"I still am mad at my dad for selling my N64 back in 2002 to a guy in germany, but theyre the cheapest game console I can think of today that is still graphically holds up.game selection 7/10, 386 games is nowhere near colse as the PS1, but alot of 3D games that you loved on the SNES come on here! mario, zelda, FZero, Metroid, DOOM 64 are all on here!Controller 6/10 IDK wat nintendo was thinking with this, alot of game controls need alot of getting used to, like 2 D-pads & a analog stick? do ya think thats enough?! and its not the most conftorable thing to hold, and the rumble paks do make it significantly heavier then say saturn or PS1 controllers, but it does make 3D games more natural to controli really dont get Y they went with cartridges, I mean I love them, but audio & video is almost completely non existant on here, music loops kinda short, the cutscenes are used with polygons instead of CG, but load times are only 2 seconds!now getting one today is easy, since alot of games were made for it, and they wont break, but it kinda feels olde then it looks, always get one with a memory expansion pak! the jumper pak gives the framerate slower then it should",4
255,"After years of coveting my friends Super Nintendo, I finally got my first gaming console. In the Christmas of 1996, the Nintendo 64 arrived.The Nintendo 64, or N64 as it is sometimes referred, followed in the wake of success of the first Sony console, the PlayStation, and started producing their games with 3D graphics. Instead of limiting the player to only being able to move forward and backward, or left and right, you could now move in all directions. This opened a portal for Nintendo to take some of their classic characters and put them in truly immersive worlds. For example, Mario was no longer a 16-bit side scrolling red and blue pixel, but a small Italian man with a healthy knack for adventure. Being able to see these characters up close and all around was something like we had never seen before. The result ended up being games like Super Mario 64, Star Fox 64, The Legend of Zelda Ocarina of Time and the countless hours and vivid gameplay that they would offer.With a very simple design and set up like the previous 2 Nintendo consoles (SNES & NES) the 64 was another cartridge based Nintendo console with no load times and generally easy maintenance (remember blowing into the cartridges and consoles?). The controller however, was something that was dramatically different from both previous Nintendo consoles. This controller offered an analog stick and more than the standard 2 or 4 buttons. The analog stick was great for the 3D games and made it very easy to navigate, however, after enough hours of play it stop working in one way or another.It's interesting to see how Nintendo has come full circle, evolving to something like the Nintendo 64 and in some ways digressing back to it's origins with games like New Super Mario Bros U, which is much like Super Mario Bros for SNES but with updated graphics and a few more tweaks.",4
256,"I would have liked the inclusion of an Audio-video cable and a controller, but those add-ons typically run extra, so I wasn't surprised they weren't included.",4
257,"SimAnt, Ok so its for Windows XP!! That is ok, because i happen to have one! :PAnd the fun of dieing all over n over reminded me how advanced the game really is.I don't recall EVERYTHING like how to correctly start a good colony just yet, but my gosh i love this game.I remember i used to beat the game as a kid haha, now it's like uhhh where did i put that hole again? Good laughs when you are really really trying too hard and you wind up in a spider or other ant's dinner plate lol.",5
258,"This game is so boring, I never finished it. For one, you can't die, you just resurrect, so why even care if you get killed. Also, you can get lost and never finish a mission and not care because even if you do, nothing happens. You don't build up armor or weapons and who cares any ways because, oh right, you can't die. You also can't build up a hunting party and people you meet have no real purpose because you can go anywhere. I never figured out the importance of any of the story line.",2
259,"....oh well. In it's time this game was A+. It's time has passed though. It's still somewhat fun , but graphic's and the like have advanced so far beyond this I don't feel right raving on to hard on it. If it's a bargain priced game or a decent 2nd hand copy it is fun for a run through. The story and difficulty are quite good so that helps it hold up that's a plus.",3
260,"Unfortunately, the Mega Memory Card only works when a battery is active in the cartridge, which defeated my purpose.  But I still use the Card every time I save!",4
261,"These release was the first time the US had a localized version of Final Fantasy V. Final Fantasy VI was and still is a masterpiece.",5
262,"This item arrived in good shape and in good time. I haven't had a chance to play it yet, but am looking forward to it!",5
263,"These are some of my favorite games. I'm happy to add it to the collection and look foreward to playing it again.",5
264,"It all started with this game, ""Medal Of Honor,"" released exclusively for the original Playstation all the way back in 1999.  It's no surprise at all that this game was inspired by the Steven Spielburg movie ""Saving Private Ryan,"" given that it was developed by the in-house video game department of Dreamworks Studios and published by Electronic Arts.  Granted, it definitely looks old and outdated, and the moves you can actually perform in the game are extremely limited, but it's still remarkable in some areas and remains the launching point for one of the biggest WWII video game franchises of all time.  Also, it's never to be confused at all with the 2010 modern warfare version of the same name, which I'll refer to as ""MOH 2010.""Medal Of Honor is strongly geared towards the ""run-n-gun"" style of FPS gameplay that was extremely popular at the time.  This is driven home by the fact that you can't zoom in at all with any weapon, the sole exception being the sniper rifle, when you hit the aim button.  You just get a crosshair that shows you exactly where the bullet will hit.  You also are unable to move while aiming, instead only being allowed to lean left or right.  All of this means that you're better off just charging the enemy with an automatic weapon that has a sizeable ammo clip instead of trying to pick them off from afar.  If you do manage to acquire a sniper rifle, you'll actually be able to manually zoom in a great deal, and is extremely helpful for picking off far away soldiers or those manning stationary heavy machine guns or rocket launchers.  A major aspect that's perhaps the most unforgiving is the lack of a checkpoint system.  This means you have to finish the entire level or section in one try.  If you die or quit, you have to attempt it all over again from the beginning.The enemy AI was actually quite impressive for the time it was released.  They'll go prone to reduce their exposure, utilize cover effectively, make use of savage German Shepards to rip you a new hole, and actually throw back grenades you send their way.  Also, just like every other early game before the 2000s, you have to find healthpacks to replenish your health, and on the hardest difficulty, the Nazis can drain your health pretty quickly.  There are some stealth sections of the game that disguise you as a Nazi soldier with false papers and a silenced pistol.  It quickly becomes apparent that the enemies are extremely deaf, as an unsilenced weapon won't alert another soldier who's farther away.  It's very funny when you show a soldier your false papers, then nail them in the head as they walk away.The graphics are extremely primitive, poor, and limited, but this was the PS1, one of the first console systems to utilize CDs instead of cartridges.  Most of the game takes place at night time, and the draw distance is laughable.  The landscape magically materializes into view as you move through it, and the overall graphics are muddy, blurry, and static.  The sound, on the other hand, is absolutely fantastic.  Weapons sound loud, clear, and distinct, and environmental ambience is wonderfully utilized to slightly offset the awful graphics.""Medal Of Honor 1999"" is without a doubt lacking in all areas when compared to later entries, and even other WWII titles.  However, it is still good for what it is: a run-n-gun WWII FPS that offers a suitable challenge, surprisingly adept enemies, amazing sound design, and a healthy heaping of nostalgia.  If nothing else, MOH 1999 should be remembered as the game that launched one of the biggest WWII video game franchises of all time.",5
265,"As a fan of the James Bond games, I cant recommend more this game to lovers of action games (especially bond games). I totally recommend it!",5
266,"Mario games are the best!",5
267,"I played this as a youngster in the 90s and recently plugged this cartridge in a super gameboy for super nintendo console.its better than its predecessor in terms of graphics but its still very dated. Its fun but a child would not play this nowadays with all the better technology.for super mario collectors this is a must.",3
268,"love Mario games",5
269,"I downloaded this from the Nintendo eShop, and I had played Mario Land 2 in the past, which was excellent, but this game is bad. I'm sure it's not the worst Mario game out there, but it's the worst one I've played. It's not a horrible game, but it's just not as good as its predecessors or its successors. The biggest complaint I have are the controls and the physics. It doesn't even feel like a Mario game. The controls are klunky and often unresponsive, the physics are weird, like the Fire Flower's Fireball. It ricochets everywhere before eventually going out. The enemies are unlike anything I've ever seen in Mario. In one world, you have to Easter Island Heads with arms and legs, kinda like Nosepass from Pokemon. The Koopas explode when you jump on them. I don't mean they explode and die, i mean, when you jump on them, they go into their shell, and explode like a Bob-Omb, hurting you if you're too close. The graphics, I can't give TOO much flack to because it IS gameboy, but it doesn't look much better than the Mario Calculator games I played back in highschool. I'd say skip this one, go straight to Mario 2. It's much MUCH better.",2
270,"I'm being a bit generous giving it four stars. The game is... certainly a change of pace from other Mario games. However, if you can look past that (and the slippery controls while I'm at it) it's pretty good.",4
271,"So glad i picked this up. A little difficult but enjoyable all the same. I had the other two for years and never played this one, reminds me of the first one but slightly different.",5
272,"I grew up with the NES,Super NES and original Game Boy. Getting to play this game again after all this time is great. I watched the cartoon and still enjoy the game today.",5
273,"Definitely an improvement from the first one. You'll enjoy this game as much as I have. I own this because I saw it at a retro game shot and I decided to buy it because I've always wanted to play ninja turtles on a game boy(which I also bought the same day, which happens to be the original model, a collector's item for sure).  I now own all three TMNT games. Highly recommended for any Ninja Turtles fan.",5
274,"Years before Michael Bay's would-be catastrophe came along, turtles ruled the world.  They ran all the industries that mattered; comics, TV, movies and games, like this one.Based on the 90's cartoon show, the objective of this Game Boy title is simple: Rescue April O'Neil from the Foot Clan using one of the four Turtles.  With 3 basic attacks at your disposal, you fight your way through 5 level filled with ninjas, robots and floating boxes of pizza to replenish your health.  Though enough grunts are thrown in to increase the challenge, you can beat the end bosses wearing your ninja mask backwards.  On the off-chance you do use up our heroes, the game ends.Besides changing the limited control scheme to one's own taste, the player also has the option to choose whichever stage he wants.  So you can either play through the whole thing and get the full cowabunga experience, or skip all the way to the end for near-instant gratification.  Kinda defeats the purpose, doesn't it?Like any 9-year-old, I was obsessed with owning a copy while I could still go out and buy one.  Now that I've tried it after seeing the best that 21st-century gaming has to offer, Mom's cooking doesn't taste as good anymore.This game is unrated.",3
275,"I bought this for my game boy TMNT collection. I now have all three games. I bought this because of the nostalgia that goes with it because when I was a kid, it was always a mystery to me how a Ninja Turtle game can be played on a game boy. Yet I was stuck with the crappy LCD Tiger Electronics hand held version because it was cheaper for my father to buy. He was always a cheap skate. But now that I'm older, I own this and I'm glad I do. It goes well with my Original Game Boy.",5
276,"I love my GAME BOY pocket. It was the first system I ever owned. When someone stepped on and messed up my screen, I was devastated. Now I got another and it's time for an amazing nostalgia trip. If you want a way to play Gameboy games use this or maybe a gba sp. I love the size and the yellow one is the coolest. On a budget and want to discover how a whole generation became gamers? Buy this!Small note, the one I recieved didn't have the power light visible. I'll have to swap out the screen plate, but it's a minor complaint, and does not affect the review of the Gameboy as a product.",5
277,"Classic game that deserves a play through, no matter how you get you hands on this game you need to play this game.  If black and white gaming is not your thing nBuy the DX version which has added color ...yes brought to you in techno COLOR!5/5 hearts",5
278,"This is a fun game for me because I grew up playing the original three zelda games. Although it pales in comparison to link to the past for super Nintendo, it gives you the same feel of that game and it is very entertaining. A child would dislike this with all the new technology out there.this is for die hard zelda fans or someone who likes retro gaming. I like this game.",4
279,"great game",4
